accession	organism	tax_id	assembly_level	total_seq_len
GCF_001515605.1	Sinocyclocheilus anshuiensis	1608454	Scaffold	1632701648
GCF_001515645.1	Sinocyclocheilus grahami	75366	Scaffold	1750271176
GCF_001515625.1	Sinocyclocheilus rhinocerous	307959	Scaffold	1655769822
GCF_003268045.1	Sipha flava	143950	Scaffold	353179758
GCF_051911475.1	Siphateles boraxobius	180520	Contig	1238633766
GCF_009176505.1	Sitodiplosis mosellana	263140	Scaffold	208784321
GCF_002938485.1	Sitophilus oryzae	7048	Scaffold	770550206
GCF_048593235.1	Sminthopsis crassicaudata	9301	Chromosome	3239981553
GCF_042370955.1	Sodiomyces alcalophilus JCM 7366	591952	Scaffold	54417234
GCF_003711515.1	Sodiomyces alkalinus F11	1314773	Scaffold	43450096
GCF_947179165.1	Solanum dulcamara	45834	Chromosome	946304905
GCF_036512215.1	Solanum lycopersicum	4081	Chromosome	832773323
GCF_001406875.1	Solanum pennellii	28526	Chromosome	926426464
GCF_019186545.1	Solanum stenotomum	172797	Chromosome	846249028
GCF_000226075.1	Solanum tuberosum	4113	Scaffold	705779115
GCF_900185275.1	Solanum verrucosum	315347	Scaffold	662264359
GCF_019176455.1	Solea senegalensis	28829	Chromosome	603518608
GCF_958295425.1	Solea solea	90069	Chromosome	643757955
GCF_016802725.1	Solenopsis invicta	13686	Chromosome	378101515
GCF_033870435.1	Sordaria macrospora	5147	Complete Genome	39444728
GCF_027595985.1	Sorex araneus	42254	Chromosome	2405993548
GCF_029834395.1	Sorex fumeus	62283	Contig	2873555620
GCF_000003195.3	Sorghum bicolor	4558	Chromosome	708735318
GCF_003851025.1	Sparassis crispa	139825	Contig	39020349
GCF_900880675.2	Sparus aurata	8175	Chromosome	833578411
GCF_000223485.1	Spathaspora passalidarum NRRL Y-27907	619300	Scaffold	13182099
GCF_027358695.1	Spea bombifrons	233779	Chromosome	987655159
GCF_964194105.1	Spermophilus citellus	9997	Chromosome	3090032603
GCF_902148855.1	Sphaeramia orbicularis	375764	Chromosome	1342662642
GCF_021028975.2	Sphaerodactylus townsendi	933632	Chromosome	1810846735
GCF_001186125.1	Sphaeroforma arctica JP610	667725	Scaffold	121588341
GCF_000320565.1	Sphaerulina musiva SO2202	692275	Scaffold	29352103
GCF_020520425.1	Spinacia oleracea	3562	Chromosome	894256318
GCF_000497125.1	Spironucleus salmonicida	348837	Chromosome	14545911
GCF_000182565.1	Spizellomyces punctatus DAOM BR117	645134	Scaffold	24131112
GCF_023101765.2	Spodoptera frugiperda	7108	Chromosome	383907753
GCF_002706865.2	Spodoptera litura	69820	Chromosome	429567674
GCF_005498985.1	Sporisorium graminicola	280036	Chromosome	19565848
GCF_050403365.1	Sporobolomyces koalae	500713	Contig	18348248
GCF_050403485.1	Sporobolomyces salmoneus	183962	Contig	20345533
GCF_000820605.1	Sporothrix brasiliensis 5110	1398154	Contig	33205847
GCF_000961545.1	Sporothrix schenckii 1099-18	1397361	Contig	32375103
GCF_963457725.1	Sprattus sprattus	196075	Chromosome	840315637
GCF_949319135.1	Squalius cephalus	8284	Chromosome	1101913912
GCF_000690725.1	Stegastes partitus	144197	Scaffold	800491834
GCF_010614865.2	Stegodyphus dumicola	202533	Scaffold	2551176228
GCF_030684315.1	Stegostoma tigrinum	3053191	Chromosome	3198515386
GCF_951394435.1	Stenella coeruleoalba	9737	Chromosome	2691406842
GCF_000264905.1	Stereum hirsutum FP-91666 SS1	721885	Scaffold	46511623
GCF_051989625.1	Stigmatopora argus	161581	Chromosome	464095202
GCF_051989575.1	Stigmatopora nigra	161582	Chromosome	375402015
GCF_963082655.1	Stomoxys calcitrans	35570	Chromosome	1070934565
GCF_004027225.2	Strigops habroptila	2489341	Chromosome	1148597545
GCF_031877795.1	Strix aluco	111821	Chromosome	1414783145
GCF_047716275.1	Strix uralensis	36305	Chromosome	1380990639
GCF_000002235.5	Strongylocentrotus purpuratus	7668	Scaffold	921840143
GCF_001040885.1	Strongyloides ratti	34506	Chromosome	43150242
GCF_040807025.1	Struthio camelus	8801	Chromosome	1452018929
GCF_014824575.3	Sturnira hondurensis	192404	Scaffold	2096403328
GCF_001447265.1	Sturnus vulgaris	9172	Scaffold	1036755994
GCF_964204865.1	Styela clava	7725	Chromosome	376784849
GCF_002571385.2	Stylophora pistillata	50429	Scaffold	397587675
GCF_001640025.1	Sugiyamaella lignohabitans	796027	Complete Genome	15938258
GCF_001661415.1	Suhomyces tanzawaensis NRRL Y-17324	984487	Scaffold	13136204
GCF_016758785.1	Suillus bovinus	48563	Contig	47496138
GCF_016758775.1	Suillus clintonianus	1904413	Contig	46838326
GCF_016758755.1	Suillus discolor	1912936	Contig	60609832
GCF_016647785.1	Suillus fuscotomentosus	1912939	Contig	79655913
GCF_016628075.1	Suillus paluster	48578	Contig	61993750
GCF_016647745.1	Suillus plorans	116603	Contig	51861001
GCF_016647625.1	Suillus subalutaceus	48586	Contig	64971567
GCF_016647635.1	Suillus subaureus	48587	Contig	57660940
GCF_024139225.1	Suncus etruscus	109475	Chromosome	2471666657
GCF_006229205.1	Suricata suricatta	37032	Chromosome	2353578744
GCF_000003025.6	Sus scrofa	9823	Chromosome	2501895775
GCF_964019385.1	Sycon ciliatum	27933	Chromosome	539574681
GCF_009819655.1	Sylvia atricapilla	48155	Chromosome	1066786587
GCF_028878055.3	Symphalangus syndactylus	9590	Chromosome	3262887708
GCF_947650265.1	Symphodus melops	171736	Chromosome	636351954
GCF_963678635.1	Symsagittifera roscoffensis	84072	Chromosome	753507827
GCF_027744825.2	Synchiropus splendidus	270530	Chromosome	582881826
GCF_006535985.1	Synchytrium microbalum	1806994	Scaffold	26244175
GCF_019802595.1	Syngnathoides biaculeatus	300417	Chromosome	636519225
GCF_901709675.1	Syngnathus acus	161584	Chromosome	324331233
GCF_024217435.2	Syngnathus scovelli	161590	Chromosome	428400902
GCF_033458585.1	Syngnathus typhle	161592	Chromosome	435284570
GCF_021117445.2	Syzygium oleosum	219896	Scaffold	407068374
GCF_015852505.1	Tachyglossus aculeatus	9261	Chromosome	2213004214
GCF_004210375.1	Tachypleus tridentatus	6853	Chromosome	2167470406
GCF_022655615.1	Tachysurus fulvidraco	1234273	Chromosome	712016913
GCF_030014155.1	Tachysurus vachellii	175792	Chromosome	692104899
GCF_048771995.1	Taeniopygia guttata	59729	Chromosome	1141148522
GCF_003711565.1	Takifugu flavidus	433684	Chromosome	366286831
GCF_901000725.3	Takifugu rubripes	31033	Chromosome	384110215
GCF_001896365.1	Talaromyces amestolkiae	1196081	Scaffold	33721883
GCF_001907595.1	Talaromyces atroroseus	1441469	Scaffold	30858562
GCF_009556855.1	Talaromyces marneffei	37727	Complete Genome	28198338
GCF_046127475.1	Talaromyces marneffei ATCC 18224	441960	Contig	28872128
GCF_021365285.1	Talaromyces proteolyticus	1131652	Contig	37611490
GCF_013368755.1	Talaromyces rugulosus	121627	Complete Genome	35758560
GCF_000003125.1	Talaromyces stipitatus ATCC 10500	441959	Scaffold	35685443
GCF_014898055.3	Talpa occidentalis	50954	Scaffold	2080972333
GCF_023851605.1	Tamandua tetradactyla	48850	Chromosome	3205724741
GCF_000463585.1	Tarenaya hassleriana	28532	Scaffold	249929577
GCF_043159265.1	Tasmannia lanceolata	3420	Contig	972038906
GCF_000709365.1	Tauraco erythrolophus	121530	Scaffold	1155540733
GCF_910589615.1	Taurulus bubalis	61643	Chromosome	615137073
GCF_002237135.1	Teleopsis dalmanni	139649	Chromosome	623660103
GCF_933228915.1	Telmatherina bonti	446457	Chromosome	986023149
GCF_018873765.1	Telopea speciosissima	54955	Chromosome	823061212
GCF_048541705.1	Temnothorax americanus	1964332	Scaffold	255506222
GCF_003070985.1	Temnothorax curvispinosus	300111	Scaffold	303539295
GCF_030848805.1	Temnothorax longispinosus	300112	Chromosome	293182087
GCF_030848795.1	Temnothorax nylanderi	102681	Contig	313490928
GCF_963966145.1	Tenebrio molitor	7067	Chromosome	276826441
GCF_050624435.1	Tenrec ecaudatus	94439	Chromosome	3922859826
GCF_002925995.2	Terrapene triunguis	2587831	Scaffold	2571267249
GCF_000189635.1	Tetrahymena thermophila SB210	312017	Scaffold	103014375
GCF_000239435.1	Tetranychus urticae	32264	Scaffold	90815494
GCF_951394365.1	Tetrao urogallus	100830	Chromosome	1013167347
GCF_000236905.1	Tetrapisispora phaffii CBS 4417	1071381	Chromosome	12115070
GCF_000149405.2	Thalassiosira pseudonana CCMP1335	296543	Chromosome	32437365
GCF_902500255.1	Thalassophryne amazonica	390379	Chromosome	2446592878
GCF_009769535.1	Thamnophis elegans	35005	Chromosome	1672190305
GCF_001077635.1	Thamnophis sirtalis	35019	Scaffold	1424897867
GCF_000142905.1	Thecamonas trahens ATCC 50062	461836	Scaffold	28680627
GCF_000003225.4	Theileria annulata	5874	Chromosome	8352220
GCF_000342415.1	Theileria equi strain WA	1537102	Chromosome	11617598
GCF_000740895.1	Theileria orientalis strain Shintoku	869250	Chromosome	8983596
GCF_000165365.1	Theileria parva strain Muguga	333668	Chromosome	8308027
GCF_000208745.1	Theobroma cacao	3641	Chromosome	324719311
GCF_041956765.1	Thermoascus crustaceus	5088	Scaffold	31412805
GCF_964235325.1	Thermobia domestica	89055	Chromosome	5131587495
GCF_000221225.1	Thermochaetoides thermophila DSM 1495	759272	Scaffold	28322806
GCF_041956625.1	Thermomyces dupontii	28565	Scaffold	19833760
GCF_041956635.1	Thermomyces lanuginosus	5541	Scaffold	19915574
GCF_042370625.1	Thermothelomyces heterothallicus CBS 202.75	1149848	Scaffold	35440081
GCF_000226095.1	Thermothelomyces thermophilus ATCC 42464	573729	Complete Genome	38744216
GCF_000226115.1	Thermothielavioides terrestris NRRL 8126	578455	Complete Genome	36912256
GCF_003255815.1	Theropithecus gelada	9565	Chromosome	2889614139
GCF_012932325.1	Thrips palmi	161013	Scaffold	237830083
GCF_914725855.1	Thunnus albacares	8236	Chromosome	792101331
GCF_910596095.1	Thunnus maccoyii	8240	Chromosome	782407452
GCF_963924715.1	Thunnus thynnus	8237	Chromosome	799047066
GCF_004353045.1	Thyridium curvatum	1093900	Contig	40366568
GCF_007210705.1	Tigriopus californicus	6832	Chromosome	191142546
GCF_035046505.1	Tiliqua scincoides	71010	Chromosome	1623332312
GCF_000711695.1	Tilletiaria anomala UBC 951	1037660	Contig	18704010
GCF_003144115.1	Tilletiopsis washingtonensis	58919	Scaffold	18761941
GCF_000705375.1	Tinamus guttatus	94827	Scaffold	1047056493
GCF_030247195.1	Topomyia yanbarensis	2498891	Chromosome	1168159140
GCF_000243375.1	Torulaspora delbrueckii	4950	Chromosome	9220678
GCF_014133895.1	Torulaspora globosa	48254	Complete Genome	9281121
GCF_000006565.2	Toxoplasma gondii ME49	508771	Chromosome	65633124
GCF_029784135.1	Toxorhynchites rutilus septentrionalis	329112	Chromosome	903034419
GCF_017976425.1	Toxotes jaculatrix	941984	Chromosome	621503431
GCF_013100865.1	Trachemys scripta elegans	31138	Chromosome	2126182493
GCF_046630095.1	Trachinotus anak	443729	Contig	665989892
GCF_001594075.2	Trachymyrmex cornetzi	471704	Scaffold	369078778
GCF_001594115.1	Trachymyrmex septentrionalis	34720	Scaffold	291747019
GCF_009764315.1	Trachypithecus francoisi	54180	Scaffold	2875554650
GCF_000271585.1	Trametes versicolor FP-101664 SS1	717944	Scaffold	44794008
GCF_902827165.1	Trematomus bernacchii	40690	Scaffold	867125071
GCF_010094035.1	Trematosphaeria pertusa	390896	Scaffold	47745773
GCF_000271645.1	Tremella mesenterica DSM 1558	578456	Scaffold	28639919
GCF_031307605.1	Tribolium castaneum	7070	Chromosome	241845558
GCF_015345945.1	Tribolium madens	41895	Scaffold	149377654
GCF_024521635.1	Tricharina praecox	43433	Contig	38357564
GCF_000243295.1	Trichechus manatus latirostris	127582	Scaffold	3103791524
GCF_000181795.1	Trichinella spiralis	6334	Scaffold	63525422
GCF_033847375.1	Trichoderma aggressivum f. europaeum	173218	Scaffold	38856605
GCF_020647865.1	Trichoderma asperellum	101201	Complete Genome	37545380
GCF_020647795.1	Trichoderma atroviride	63577	Complete Genome	37300646
GCF_028502605.1	Trichoderma breve	2034170	Chromosome	38609973
GCF_003025115.1	Trichoderma citrinoviride	58853	Scaffold	33215161
GCF_001481775.2	Trichoderma gamsii	398673	Scaffold	37908251
GCF_004382785.1	Trichoderma ghanense	65468	Scaffold	31700302
GCF_003025095.1	Trichoderma harzianum CBS 226.95	983964	Scaffold	40980648
GCF_000167675.1	Trichoderma reesei QM6a	431241	Scaffold	33395713
GCF_000170995.1	Trichoderma virens Gv29-8	413071	Scaffold	39022666
GCF_000599845.2	Trichogramma pretiosum	7493	Scaffold	187641947
GCF_026262505.1	Trichomonas vaginalis G3	412133	Chromosome	181466644
GCF_965637985.1	Trichomonascus vanleenenianus	2268995	Scaffold	14944666
GCF_030014385.1	Trichomycterus rosablanca	2290929	Chromosome	1045025885
GCF_000151125.1	Trichophyton benhamiae CBS 112371	663331	Contig	22224160
GCF_000151425.1	Trichophyton rubrum CBS 118892	559305	Scaffold	22502330
GCF_000151505.1	Trichophyton verrucosum HKI 0517	663202	Scaffold	22540967
GCF_000150275.1	Trichoplax adhaerens	10228	Scaffold	105631681
GCF_003590095.1	Trichoplusia ni	7111	Chromosome	368211209
GCF_000293215.1	Trichosporon asahii var. asahii CBS 2479	1186058	Scaffold	24507743
GCF_011100635.1	Trichosurus vulpecula	9337	Chromosome	3359330516
GCF_020283565.1	Trifolium pratense	57577	Chromosome	413578898
GCF_015846415.1	Triplophysa dalaica	1582913	Chromosome	607923607
GCF_024868665.1	Triplophysa rosa	992332	Chromosome	684805028
GCF_013401445.1	Tripterygium wilfordii	458696	Chromosome	348533228
GCF_018294505.1	Triticum aestivum	4565	Chromosome	14566502436
GCF_002162155.2	Triticum dicoccoides	85692	Chromosome	10677097747
GCF_003073215.2	Triticum urartu	4572	Chromosome	4849077157
GCF_001839685.1	Tritrichomonas foetus	1144522	Scaffold	67585029
GCF_020726525.1	Truncatella angustata	152316	Contig	47102642
GCF_000002445.2	Trypanosoma brucei brucei TREU927	185431	Chromosome	26075494
GCF_000210295.1	Trypanosoma brucei gambiense DAL972	679716	Chromosome	22148088
GCF_003719485.1	Trypanosoma conorhini	83891	Scaffold	21334213
GCF_000209065.1	Trypanosoma cruzi	5693	Scaffold	89937456
GCF_001457755.1	Trypanosoma equiperdum	5694	Scaffold	26228029
GCF_000691245.1	Trypanosoma grayi	71804	Scaffold	20934132
GCF_022059095.1	Trypanosoma melophagium	715481	Contig	23303718
GCF_003719475.1	Trypanosoma rangeli	5698	Scaffold	21157315
GCF_002087225.1	Trypanosoma theileri	67003	Scaffold	29822211
GCF_000151645.1	Tuber melanosporum	39416	Scaffold	124945702
GCF_964204645.1	Tubulanus polymorphus	672921	Chromosome	267806677
GCF_000334495.1	Tupaia chinensis	246437	Scaffold	2846580235
GCF_011762595.2	Tursiops truncatus	9739	Chromosome	2378505825
GCF_026119805.1	Tympanuchus pallidicinctus	109042	Scaffold	994352574
GCF_048772165.1	Typha angustifolia	59011	Complete Genome	206997856
GCF_019914945.1	Typha latifolia	4733	Chromosome	213846373
GCF_018691265.1	Tyto alba	56313	Scaffold	1249867532
GCF_026930045.1	Uloborus diversus	327109	Chromosome	2151890133
GCF_025399195.1	Umbelopsis ramanniana AG	1314678	Scaffold	23077072
GCF_000003515.1	Uncinocarpus reesii 1704	336963	Scaffold	22327935
GCF_029784155.1	Uranotaenia lowii	190385	Chromosome	1077644186
GCF_045843805.1	Urocitellus parryii	9999	Chromosome	2935776410
GCF_020975775.1	Ursus americanus	9643	Contig	2351947609
GCF_023065955.2	Ursus arctos	9644	Chromosome	2423401459
GCF_017311325.1	Ursus maritimus	29073	Scaffold	2330468424
GCF_000687475.1	Ustilaginoidea virens	1159556	Complete Genome	37060086
GCF_900519145.1	Ustilago hordei	120017	Contig	26637005
GCF_000988165.1	Vairimorpha ceranae	40302	Contig	5690748
GCF_036630325.1	Vairimorpha necatrix	6039	Complete Genome	15005441
GCF_051991255.1	Vanacampus margaritifer	642989	Chromosome	628116969
GCF_000150035.1	Vanderwaltozyma polyspora DSM 70294	436907	Scaffold	14674591
GCF_905147765.1	Vanessa atalanta	42275	Chromosome	370420815
GCF_905220365.1	Vanessa cardui	171605	Chromosome	424798336
GCF_037043105.1	Vanessa tameamea	334116	Chromosome	363368026
GCF_041260175.1	Vanrija albida	181172	Contig	22534050
GCF_020906515.1	Vanrija pseudolonga	143232	Complete Genome	24922244
GCF_004798865.1	Varanus komodoensis	61221	Scaffold	1507945839
GCF_002443255.2	Varroa destructor	109461	Scaffold	368796621
GCF_002532875.2	Varroa jacobsoni	62625	Scaffold	364328871
GCF_000192795.1	Vavraia culicis subsp. floridensis	948595	Scaffold	6118689
GCF_019457755.1	Venturia canescens	32260	Chromosome	290760430
GCF_003357145.1	Venustampulla echinocandica	2656787	Scaffold	33639795
GCF_000836295.1	Verruconis gallopava	253628	Scaffold	31780469
GCF_000150825.1	Verticillium alfalfae VaMs.102	526221	Scaffold	32833495
GCF_000150675.1	Verticillium dahliae VdLs.17	498257	Scaffold	33828453
GCF_003724135.2	Verticillium nonalfalfae	1051616	Scaffold	31747483
GCF_910589235.1	Vespa crabro	7445	Chromosome	229313526
GCF_014083535.2	Vespa mandarinia	7446	Contig	247710421
GCF_912470025.1	Vespa velutina	202808	Chromosome	193976845
GCF_014466175.1	Vespula pensylvanica	30213	Chromosome	179370016
GCF_905475345.1	Vespula vulgaris	7454	Chromosome	188185082
GCF_029867415.1	Vicia villosa	3911	Chromosome	2034988852
GCF_048564905.1	Vicugna pacos	30538	Chromosome	2572244716
GCF_026979565.1	Vidua chalybeata	81927	Chromosome	1080440577
GCF_024509145.1	Vidua macroura	187451	Chromosome	1123252761
GCF_016808095.1	Vigna angularis	3914	Chromosome	447806493
GCF_000741045.1	Vigna radiata var. radiata	3916	Chromosome	463085359
GCF_018835915.1	Vigna umbellata	87088	Scaffold	414499397
GCF_004118075.2	Vigna unguiculata	3917	Chromosome	518595462
GCF_964194415.1	Vipera berus	31155	Chromosome	1694999861
GCF_004353265.1	Vitis riparia	96939	Chromosome	500105807
GCF_030704535.1	Vitis vinifera	29760	Complete Genome	494873210
GCF_000231115.1	Vittaforma corneae ATCC 50505	993615	Scaffold	3213516
GCF_000949405.1	Vollenhovia emeryi	411798	Scaffold	287900827
GCF_000143455.1	Volvox carteri f. nagariensis	3068	Scaffold	137684403
GCF_900497805.2	Vombatus ursinus	29139	Scaffold	3486580222
GCF_018345385.1	Vulpes lagopus	494514	Chromosome	2345533697
GCF_048418805.1	Vulpes vulpes	9627	Chromosome	2395584468
GCF_000400465.1	Wallemia ichthyophaga EXF-994	1299270	Scaffold	9655632
GCF_000263375.1	Wallemia mellicola CBS 633.66	671144	Scaffold	9815586
GCF_000956235.1	Wasmannia auropunctata	64793	Scaffold	324120201
GCF_963576615.1	Watersipora subatra	2589382	Chromosome	783738342
GCF_010094085.1	Westerdykella ornata	318751	Scaffold	26979746
GCF_002251995.1	Wickerhamiella sorbophila	45607	Contig	8129113
GCF_001661255.1	Wickerhamomyces anomalus NRRL Y-366-8	683960	Scaffold	14145566
GCF_000313485.1	Wickerhamomyces ciferrii	1041607	Contig	15901152
GCF_029677425.1	Wolffia australiana	161112	Chromosome	358772296
GCF_029784165.1	Wyeomyia smithii	174621	Chromosome	769230131
GCF_021976095.1	Xenia sp. Carnegie-2017	2897299	Scaffold	222699550
GCF_017654675.1	Xenopus laevis	8355	Chromosome	2742451793
GCF_000004195.4	Xenopus tropicalis	8364	Chromosome	1451283599
GCF_016859285.1	Xiphias gladius	8245	Chromosome	691763775
GCF_001444195.1	Xiphophorus couchianus	32473	Chromosome	688524871
GCF_003331165.1	Xiphophorus hellerii	8084	Chromosome	732889490
GCF_002775205.1	Xiphophorus maculatus	8083	Chromosome	704304519
GCF_022495145.1	Xylaria bambusicola	326684	Scaffold	45705225
GCF_050948175.1	Xylocopa sonorina	1818115	Chromosome	580828064
GCF_001619985.1	Xylona heveae TC161	1328760	Scaffold	24337763
GCF_025860055.1	Xyrauchen texanus	154827	Chromosome	2186806939
GCF_029203305.1	Yamadazyma tenuis	2315449	Complete Genome	10831699
GCF_001761485.1	Yarrowia lipolytica	4952	Complete Genome	20500066
GCF_031769215.1	Ylistrum balloti	509963	Contig	648484292
GCF_009762305.2	Zalophus californianus	9704	Chromosome	2409668595
GCF_010093935.1	Zasmidium cellare ATCC 36951	1080233	Scaffold	38247703
GCF_902167145.1	Zea mays	4577	Chromosome	2182075994
GCF_012273895.1	Zerene cesonia	33412	Chromosome	266405969
GCF_028554725.1	Zeugodacus cucurbitae	28588	Chromosome	439243742
GCF_960531495.1	Zeus faber	64108	Chromosome	804715226
GCF_018446385.1	Zingiber officinale	94328	Chromosome	3090266393
GCF_031755915.1	Ziziphus jujuba	326968	Complete Genome	393332932
GCF_047830755.1	Zonotrichia albicollis	44394	Chromosome	1278921982
GCF_028769735.1	Zonotrichia leucophrys gambelii	257770	Chromosome	1123996003
GCF_000696155.1	Zootermopsis nevadensis	136037	Scaffold	485009472
GCF_963506605.1	Zootoca vivipara	8524	Chromosome	1440239386
GCF_036711695.1	Zophobas morio	2755281	Contig	592429719
GCF_025766255.1	Zychaea mexicana	64656	Contig	50638590
GCF_000026365.1	Zygosaccharomyces rouxii	4956	Chromosome	9764635
GCF_013402915.1	Zygotorulaspora mrakii	42260	Complete Genome	10412516
GCF_000219625.1	Zymoseptoria tritici IPO323	336722	Chromosome	39686251
